Course Outcomes,Institutional Outcomes,SEAL of THOMASIAN EDUCATION,Program Outcomes
BCM6219L_1,S1,,
BCM6219L_1,S3,,
BCM6219L_1,E2,,
BCM6219L_1,,S,
BCM6219L_1,,E,
BCM6219L_1,,,BC_2
BCM6219L_2,E1,,
BCM6219L_2,E2,,
BCM6219L_2,E3,,
BCM6219L_2,,E,
BCM6219L_2,,,BC_6
BCM6219L_2,,,BC_7
BCM6219L_3,E1,,
BCM6219L_3,E2,,
BCM6219L_3,E3,,
BCM6219L_3,,E,
BCM6219L_3,,,BC_6
BCM6219L_3,,,BC_7
BCM6219L_4,A1,,
BCM6219L_4,A2,,
BCM6219L_4,A3,,
BCM6219L_4,,A,
BCM6219L_4,,,BC_1
BCM6219L_4,,,BC_3
BCM6219L_4,,,BC_4
BCM6219L_4,,,BC_7
BCM6219L_5,A1,,
BCM6219L_5,A2,,
BCM6219L_5,A3,,
BCM6219L_5,L1,,
BCM6219L_5,L2,,
BCM6219L_5,L3,,
BCM6219L_5,,A,
BCM6219L_5,,L,
BCM6219L_5,,,BC_1
BCM6219L_5,,,BC_3
BCM6219L_5,,,BC_4
BCM6219L_5,,,BC_7
BCM6229L_1,S1,,
BCM6229L_1,S3,,
BCM6229L_1,E2,,
BCM6229L_1,,S,
BCM6229L_1,,E,
BCM6229L_1,,,BC_2
BCM6229L_2,E1,,
BCM6229L_2,E2,,
BCM6229L_2,E3,,
BCM6229L_2,A1,,
BCM6229L_2,A2,,
BCM6229L_2,A3,,
BCM6229L_2,,E,
BCM6229L_2,,A,
BCM6229L_2,,,BC_1
BCM6229L_2,,,BC_3
BCM6229L_2,,,BC_4
BCM6229L_2,,,BC_6
BCM6229L_2,,,BC_7
BCM6229L_3,A1,,
BCM6229L_3,A2,,
BCM6229L_3,A3,,
BCM6229L_3,L1,,
BCM6229L_3,L2,,
BCM6229L_3,L3,,
BCM6229L_3,,A,
BCM6229L_3,,L,
BCM6229L_3,,,BC_1
BCM6229L_3,,,BC_3
BCM6229L_3,,,BC_4
BCM6229L_3,,,BC_7
BCM6229L_4,L1,,
BCM6229L_4,L2,,
BCM6229L_4,L3,,
BCM6229L_4,,L,
BCM6229L_4,,,BC_1
BCM6229L_4,,,BC_3
BCM6229L_4,,,BC_4
BCM6229L_4,,,BC_7
ELEBC_1,A2,,
ELEBC_1,L1,,
ELEBC_1,L2,,
ELEBC_1,L3,,
ELEBC_1,,A,
ELEBC_1,,L,
ELEBC_1,,,BC_1
ELEBC_2,A1,,
ELEBC_2,A2,,
ELEBC_2,L1,,
ELEBC_2,L2,,
ELEBC_2,L3,,
ELEBC_2,,A,
ELEBC_2,,L,
ELEBC_2,,,BC_3
ELEBC_2,,,BC_4
ELEBC_2,,,BC_7
ELEBC_3,E1,,
ELEBC_3,E2,,
ELEBC_3,E3,,
ELEBC_3,A2,,
ELEBC_3,A3,,
ELEBC_3,L1,,
ELEBC_3,L2,,
ELEBC_3,L3,,
ELEBC_3,,E,
ELEBC_3,,A,
ELEBC_3,,L,
ELEBC_3,,,BC_3
ELEBC_3,,,BC_4
ELEBC_3,,,BC_6
ELEBC_3,,,BC_7
ELEBC_4,E1,,
ELEBC_4,E2,,
ELEBC_4,E3,,
ELEBC_4,,E,
ELEBC_4,,,BC_6
ELEBC_4,,,BC_7
BCM626_1,S1,,
BCM626_1,S2,,
BCM626_1,S3,,
BCM626_1,E2,,
BCM626_1,A2,,
BCM626_1,L1,,
BCM626_1,L2,,
BCM626_1,L3,,
BCM626_1,,S,
BCM626_1,,A,
BCM626_1,,L,
BCM626_1,,,BC_1
BCM626_1,,,BC_2
BCM626_1,,,BC_3
BCM626_1,,,BC_5
BCM626_1,,,BC_7
BCM626_2,S2,,
BCM626_2,E2,,
BCM626_2,E3,,
BCM626_2,A1,,
BCM626_2,A2,,
BCM626_2,A3,,
BCM626_2,L1,,
BCM626_2,L2,,
BCM626_2,L3,,
BCM626_2,,S,
BCM626_2,,E,
BCM626_2,,A,
BCM626_2,,L,
BCM626_2,,,BC_3
BCM626_2,,,BC_5
BCM626_2,,,BC_7
BCM626_3,E2,,
BCM626_3,A2,,
BCM626_3,A3,,
BCM626_3,L1,,
BCM626_3,L2,,
BCM626_3,L3,,
BCM626_3,,E,
BCM626_3,,A,
BCM626_3,,L,
BCM626_3,,,BC_1
BCM626_3,,,BC_7
BCM626_4,E2,,
BCM626_4,A2,,
BCM626_4,A3,,
BCM626_4,L1,,
BCM626_4,L2,,
BCM626_4,L3,,
BCM626_4,,E,
BCM626_4,,A,
BCM626_4,,L,
BCM626_4,,,BC_1
BCM626_4,,,BC_7
BCM626_5,E1,,
BCM626_5,,E,
BCM626_5,,,BC_6
BCM628_1,E1,,
BCM628_1,,S,
BCM628_1,,E,
BCM628_1,,A,
BCM628_1,,L,
BCM628_1,,,BC_6
BCM628_2,A1,,
BCM628_2,,E,
BCM628_2,,A,
BCM628_2,,L,
BCM628_2,,,BC_3
BCM628_3,E1,,
BCM628_3,,E,
BCM628_3,,A,
BCM628_3,,L,
BCM628_3,,,BC_6
BCM628_4,A1,,
BCM628_4,,S,
BCM628_4,,E,
BCM628_4,,A,
BCM628_4,,L,
BCM628_4,,,BC_3
BCM628_5,E1,,
BCM628_5,,S,
BCM628_5,,E,
BCM628_5,,A,
BCM628_5,,L,
BCM628_5,,,BC_6
BCM628_6,S1,,
BCM628_6,S2,,
BCM628_6,S3,,
BCM628_6,E1,,
BCM628_6,E2,,
BCM628_6,E3,,
BCM628_6,A1,,
BCM628_6,A2,,
BCM628_6,A3,,
BCM628_6,L1,,
BCM628_6,L2,,
BCM628_6,L3,,
BCM628_6,,S,
BCM628_6,,E,
BCM628_6,,A,
BCM628_6,,L,
BCM628_6,,,BC_1
BCM628_6,,,BC_2
BCM628_6,,,BC_3
BCM628_6,,,BC_4
BCM628_6,,,BC_5
BCM628_6,,,BC_6
BCM628_6,,,BC_7
BCM6218_1,S1,,
BCM6218_1,S3,,
BCM6218_1,E2,,
BCM6218_1,E3,,
BCM6218_1,A1,,
BCM6218_1,A2,,
BCM6218_1,A3,,
BCM6218_1,L1,,
BCM6218_1,L2,,
BCM6218_1,L3,,
BCM6218_1,,S,
BCM6218_1,,E,
BCM6218_1,,A,
BCM6218_1,,L,
BCM6218_1,,,BC_1
BCM6218_1,,,BC_2
BCM6218_1,,,BC_3
BCM6218_1,,,BC_4
BCM6218_1,,,BC_5
BCM6218_1,,,BC_7
BCM6218_2,E1,,
BCM6218_2,E2,,
BCM6218_2,E3,,
BCM6218_2,A1,,
BCM6218_2,A2,,
BCM6218_2,A3,,
BCM6218_2,L1,,
BCM6218_2,L2,,
BCM6218_2,L3,,
BCM6218_2,,E,
BCM6218_2,,A,
BCM6218_2,,L,
BCM6218_2,,,BC_1
BCM6218_2,,,BC_3
BCM6218_2,,,BC_4
BCM6218_2,,,BC_6
BCM6218_2,,,BC_7
BCM6218_3,E2,,
BCM6218_3,E3,,
BCM6218_3,A1,,
BCM6218_3,A2,,
BCM6218_3,A3,,
BCM6218_3,L1,,
BCM6218_3,L2,,
BCM6218_3,L3,,
BCM6218_3,,E,
BCM6218_3,,A,
BCM6218_3,,L,
BCM6218_3,,,BC_1
BCM6218_3,,,BC_3
BCM6218_3,,,BC_4
BCM6218_3,,,BC_5
BCM6218_3,,,BC_7
BCM6218_4,S1,,
BCM6218_4,S3,,
BCM6218_4,E2,,
BCM6218_4,E3,,
BCM6218_4,A1,,
BCM6218_4,A2,,
BCM6218_4,A3,,
BCM6218_4,L1,,
BCM6218_4,L2,,
BCM6218_4,L3,,
BCM6218_4,,S,
BCM6218_4,,E,
BCM6218_4,,A,
BCM6218_4,,L,
BCM6218_4,,,BC_1
BCM6218_4,,,BC_2
BCM6218_4,,,BC_3
BCM6218_4,,,BC_4
BCM6218_4,,,BC_5
BCM6218_4,,,BC_6
BCM6218_4,,,BC_7
BCM6218_5,S1,,
BCM6218_5,S3,,
BCM6218_5,E2,,
BCM6218_5,E3,,
BCM6218_5,A1,,
BCM6218_5,A2,,
BCM6218_5,A3,,
BCM6218_5,L1,,
BCM6218_5,L2,,
BCM6218_5,L3,,
BCM6218_5,,S,
BCM6218_5,,E,
BCM6218_5,,A,
BCM6218_5,,L,
BCM6218_5,,,BC_1
BCM6218_5,,,BC_2
BCM6218_5,,,BC_3
BCM6218_5,,,BC_4
BCM6218_5,,,BC_5
BCM6218_5,,,BC_6
BCM6218_5,,,BC_7
BCM6229_1,S1,,
BCM6229_1,E1,,
BCM6229_1,E2,,
BCM6229_1,A1,,
BCM6229_1,A2,,
BCM6229_1,A3,,
BCM6229_1,L2,,
BCM6229_1,,S,
BCM6229_1,,E,
BCM6229_1,,A,
BCM6229_1,,L,
BCM6229_1,,,BC_1
BCM6229_1,,,BC_2
BCM6229_1,,,BC_3
BCM6229_1,,,BC_4
BCM6229_1,,,BC_6
BCM6229_1,,,BC_7
BCM6229_2,S1,,
BCM6229_2,S3,,
BCM6229_2,E1,,
BCM6229_2,E3,,
BCM6229_2,A3,,
BCM6229_2,L1,,
BCM6229_2,L2,,
BCM6229_2,,S,
BCM6229_2,,E,
BCM6229_2,,A,
BCM6229_2,,L,
BCM6229_2,,,BC_1
BCM6229_2,,,BC_2
BCM6229_2,,,BC_3
BCM6229_2,,,BC_4
BCM6229_2,,,BC_6
BCM6229_2,,,BC_7
BCM6229_3,S2,,
BCM6229_3,A1,,
BCM6229_3,A3,,
BCM6229_3,L3,,
BCM6229_3,,S,
BCM6229_3,,A,
BCM6229_3,,L,
BCM6229_3,,,BC_3
BCM6229_3,,,BC_5
BCM6229_3,,,BC_7
BCM6229_4,A2,,
BCM6229_4,L1,,
BCM6229_4,L2,,
BCM6229_4,,A,
BCM6229_4,,L,
BCM6229_4,,,BC_1
BCM6229_4,,,BC_3
BCM6229_4,,,BC_4
BCM6219_1,S1,,
BCM6219_1,S3,,
BCM6219_1,E2,,
BCM6219_1,,S,
BCM6219_1,,E,
BCM6219_1,,,BC_2
BCM6219_2,E1,,
BCM6219_2,E2,,
BCM6219_2,E3,,
BCM6219_2,,E,
BCM6219_2,,,BC_6
BCM6219_2,,,BC_7
BCM6219_3,E1,,
BCM6219_3,E2,,
BCM6219_3,E3,,
BCM6219_3,,E,
BCM6219_3,,,BC_6
BCM6219_3,,,BC_7
BCM6219_4,A1,,
BCM6219_4,A2,,
BCM6219_4,A3,,
BCM6219_4,,A,
BCM6219_4,,,BC_1
BCM6219_4,,,BC_3
BCM6219_4,,,BC_4
BCM6219_4,,,BC_7
BCM6219_5,A1,,
BCM6219_5,A2,,
BCM6219_5,A3,,
BCM6219_5,L1,,
BCM6219_5,L2,,
BCM6219_5,L3,,
BCM6219_5,,A,
BCM6219_5,,L,
BCM6219_5,,,BC_1
BCM6219_5,,,BC_3
BCM6219_5,,,BC_4
BCM6219_5,,,BC_7
BCM622_1,E1,,
BCM622_1,E2,,
BCM622_1,E3,,
BCM622_1,A1,,
BCM622_1,A2,,
BCM622_1,,E,
BCM622_1,,A,
BCM622_1,,,BC_1
BCM622_1,,,BC_2
BCM622_1,,,BC_3
BCM622_1,,,BC_6
BCM622_1,,,BC_7
BCM622_2,S1,,
BCM622_2,S3,,
BCM622_2,E1,,
BCM622_2,E2,,
BCM622_2,E3,,
BCM622_2,L1,,
BCM622_2,L2,,
BCM622_2,L3,,
BCM622_2,,S,
BCM622_2,,E,
BCM622_2,,L,
BCM622_2,,,BC_1
BCM622_2,,,BC_2
BCM622_2,,,BC_3
BCM622_2,,,BC_4
BCM622_2,,,BC_6
BCM622_2,,,BC_5
BCM622_2,,,BC_7
BCM622_3,A2,,
BCM622_3,L1,,
BCM622_3,L3,,
BCM622_3,,A,
BCM622_3,,L,
BCM622_3,,,BC_1
BCM622_3,,,BC_3
BCM622_3,,,BC_4
BCM622_3,,,BC_5
BCM622_3,,,BC_7
BCM622_4,A2,,
BCM622_4,L1,,
BCM622_4,L2,,
BCM622_4,L3,,
BCM622_4,,A,
BCM622_4,,L,
BCM622_4,,,BC_1
BCM622_4,,,BC_3
BCM622_4,,,BC_4
BCM622_4,,,BC_5
BCM622_4,,,BC_7
BCM622_5,S2,,
BCM622_5,A1,,
BCM622_5,A3,,
BCM622_5,L3,,
BCM622_5,,E,
BCM622_5,,A,
BCM622_5,,L,
BCM622_5,,,BC_3
BCM622_5,,,BC_5
BCM622_5,,,BC_7
BCM6216_1,A1,,
BCM6216_1,A2,,
BCM6216_1,A3,,
BCM6216_1,,A,
BCM6216_1,,,BC_1
BCM6216_1,,,BC_3
BCM6216_1,,,BC_4
BCM6216_1,,,BC_7
BCM6216_2,A1,,
BCM6216_2,A2,,
BCM6216_2,A3,,
BCM6216_2,,A,
BCM6216_2,,,BC_1
BCM6216_2,,,BC_3
BCM6216_2,,,BC_4
BCM6216_2,,,BC_7
BCM6216_3,S1,,
BCM6216_3,S2,,
BCM6216_3,S3,,
BCM6216_3,E2,,
BCM6216_3,E3,,
BCM6216_3,A1,,
BCM6216_3,A2,,
BCM6216_3,A3,,
BCM6216_3,L1,,
BCM6216_3,L2,,
BCM6216_3,L3,,
BCM6216_3,,S,
BCM6216_3,,E,
BCM6216_3,,A,
BCM6216_3,,L,
BCM6216_3,,,BC_1
BCM6216_3,,,BC_2
BCM6216_3,,,BC_3
BCM6216_3,,,BC_4
BCM6216_3,,,BC_5
BCM6216_3,,,BC_6
BCM6216_3,,,BC_7
BCM6216_4,E1,,
BCM6216_4,E2,,
BCM6216_4,E3,,
BCM6216_4,L1,,
BCM6216_4,L2,,
BCM6216_4,L3,,
BCM6216_4,,E,
BCM6216_4,,L,
BCM6216_4,,,BC_1
BCM6216_4,,,BC_2
BCM6216_4,,,BC_3
BCM6216_4,,,BC_4
BCM6216_4,,,BC_5
BCM6216_4,,,BC_6
BCM6216_4,,,BC_7
BCM6216_5,A1,,
BCM6216_5,A2,,
BCM6216_5,A3,,
BCM6216_5,L1,,
BCM6216_5,L2,,
BCM6216_5,L3,,
BCM6216_5,,A,
BCM6216_5,,L,
BCM6216_5,,,BC_1
BCM6216_5,,,BC_3
BCM6216_5,,,BC_4
BCM6216_5,,,BC_7
BCM621_1,E1,,
BCM621_1,E2,,
BCM621_1,E3,,
BCM621_1,A1,,
BCM621_1,A2,,
BCM621_1,A3,,
BCM621_1,,E,
BCM621_1,,A,
BCM621_1,,,BC_1
BCM621_1,,,BC_2
BCM621_1,,,BC_3
BCM621_1,,,BC_6
BCM621_1,,,BC_7
BCM621_2,E1,,
BCM621_2,E2,,
BCM621_2,E3,,
BCM621_2,L1,,
BCM621_2,L2,,
BCM621_2,L3,,
BCM621_2,,E,
BCM621_2,,L,
BCM621_2,,,BC_1
BCM621_2,,,BC_2
BCM621_2,,,BC_3
BCM621_2,,,BC_4
BCM621_2,,,BC_5
BCM621_2,,,BC_6
BCM621_2,,,BC_7
BCM621_3,L1,,
BCM621_3,L2,,
BCM621_3,L3,,
BCM621_3,,L,
BCM621_3,,,BC_1
BCM621_3,,,BC_3
BCM621_3,,,BC_4
BCM621_3,,,BC_5
BCM621_3,,,BC_7
BCM621_4,A1,,
BCM621_4,A2,,
BCM621_4,A3,,
BCM621_4,,A,
BCM621_4,,,BC_1
BCM621_4,,,BC_3
BCM621_4,,,BC_4
BCM621_5,S1,,
BCM621_5,S2,,
BCM621_5,S3,,
BCM621_5,A1,,
BCM621_5,A2,,
BCM621_5,A3,,
BCM621_5,L1,,
BCM621_5,L2,,
BCM621_5,L3,,
BCM621_5,,S,
BCM621_5,,A,
BCM621_5,,L,
BCM621_5,,,BC_1
BCM621_5,,,BC_2
BCM621_5,,,BC_3
BCM621_5,,,BC_4
BCM621_5,,,BC_5
BCM621_5,,,BC_7
BCM6217_1,S1,,
BCM6217_1,E2,,
BCM6217_1,E3,,
BCM6217_1,A1,,
BCM6217_1,A2,,
BCM6217_1,L3,,
BCM6217_1,,S,
BCM6217_1,,E,
BCM6217_1,,A,
BCM6217_1,,L,
BCM6217_1,,,BC_2
BCM6217_1,,,BC_3
BCM6217_1,,,BC_4
BCM6217_1,,,BC_7
BCM6217_2,E2,,
BCM6217_2,E3,,
BCM6217_2,A1,,
BCM6217_2,L1,,
BCM6217_2,L2,,
BCM6217_2,L3,,
BCM6217_2,,E,
BCM6217_2,,A,
BCM6217_2,,L,
BCM6217_2,,,BC_1
BCM6217_2,,,BC_2
BCM6217_2,,,BC_3
BCM6217_2,,,BC_4
BCM6217_2,,,BC_5
BCM6217_2,,,BC_7
BCM6217_3,S2,,
BCM6217_3,E1,,
BCM6217_3,A1,,
BCM6217_3,A2,,
BCM6217_3,L3,,
BCM6217_3,,S,
BCM6217_3,,E,
BCM6217_3,,A,
BCM6217_3,,L,
BCM6217_3,,,BC_1
BCM6217_3,,,BC_3
BCM6217_3,,,BC_4
BCM6217_3,,,BC_5
BCM6217_3,,,BC_6
BCM6217_4,S1,,
BCM6217_4,S2,,
BCM6217_4,S3,,
BCM6217_4,E1,,
BCM6217_4,A1,,
BCM6217_4,A3,,
BCM6217_4,L1,,
BCM6217_4,L2,,
BCM6217_4,,S,
BCM6217_4,,E,
BCM6217_4,,A,
BCM6217_4,,L,
BCM6217_4,,,BC_1
BCM6217_4,,,BC_2
BCM6217_4,,,BC_3
BCM6217_4,,,BC_4
BCM6217_4,,,BC_5
BCM6217_4,,,BC_6
BCM6217_4,,,BC_7
BCM6217_5,S1,,
BCM6217_5,S2,,
BCM6217_5,S3,,
BCM6217_5,E1,,
BCM6217_5,E3,,
BCM6217_5,A1,,
BCM6217_5,A2,,
BCM6217_5,L2,,
BCM6217_5,L3,,
BCM6217_5,,S,
BCM6217_5,,E,
BCM6217_5,,A,
BCM6217_5,,L,
BCM6217_5,,,BC_1
BCM6217_5,,,BC_2
BCM6217_5,,,BC_3
BCM6217_5,,,BC_4
BCM6217_5,,,BC_5
BCM6217_5,,,BC_6
BCM6217_5,,,BC_7
ELE MET2_1,S1,,
ELE MET2_1,S3,,
ELE MET2_1,E2,,
ELE MET2_1,E3,,
ELE MET2_1,A2,,
ELE MET2_1,A3,,
ELE MET2_1,L1,,
ELE MET2_1,L2,,
ELE MET2_1,,S,
ELE MET2_1,,E,
ELE MET2_1,,A,
ELE MET2_1,,L,
ELE MET2_1,,,BC_1
ELE MET2_1,,,BC_2
ELE MET2_1,,,BC_3
ELE MET2_1,,,BC_4
ELE MET2_1,,,BC_7
ELE MET2_2,S1,,
ELE MET2_2,S3,,
ELE MET2_2,E2,,
ELE MET2_2,E3,,
ELE MET2_2,A2,,
ELE MET2_2,A3,,
ELE MET2_2,L1,,
ELE MET2_2,L2,,
ELE MET2_2,,S,
ELE MET2_2,,E,
ELE MET2_2,,A,
ELE MET2_2,,L,
ELE MET2_2,,,BC_1
ELE MET2_2,,,BC_2
ELE MET2_2,,,BC_3
ELE MET2_2,,,BC_4
ELE MET2_2,,,BC_7
ELE MET2_3,S2,,
ELE MET2_3,E1,,
ELE MET2_3,E2,,
ELE MET2_3,E3,,
ELE MET2_3,L3,,
ELE MET2_3,,S,
ELE MET2_3,,E,
ELE MET2_3,,L,
ELE MET2_3,,,BC_2
ELE MET2_3,,,BC_4
ELE MET2_3,,,BC_5
ELE MET2_3,,,BC_6
ELE MET2_3,,,BC_7
ELE MET2_4,S3,,
ELE MET2_4,E1,,
ELE MET2_4,E2,,
ELE MET2_4,E3,,
ELE MET2_4,A1,,
ELE MET2_4,A2,,
ELE MET2_4,A3,,
ELE MET2_4,L1,,
ELE MET2_4,L2,,
ELE MET2_4,,S,
ELE MET2_4,,E,
ELE MET2_4,,A,
ELE MET2_4,,L,
ELE MET2_4,,,BC_1
ELE MET2_4,,,BC_2
ELE MET2_4,,,BC_3
ELE MET2_4,,,BC_4
ELE MET2_4,,,BC_6
ELE MET2_4,,,BC_7
BCM629_1,S3,,
BCM629_1,,S,
BCM629_1,,E,
BCM629_1,,A,
BCM629_1,,,BC_2
BCM629_1,,,BC_5
BCM629_1,,,BC_6
BCM629_1,,,BC_7
BCM629_2,E1,,
BCM629_2,,A,
BCM629_2,,,BC_1
BCM629_3,L2,,
BCM629_3,,A,
BCM629_3,,,BC_3
BCM629_3,,,BC_4
BCM629_3,,,BC_7
BCM629_4,E1,,
BCM629_4,,A,
BCM629_4,,,BC_1
BCM629_4,,,BC_2
BCM629_4,,,BC_3
BCM629_4,,,BC_4
BCM629_4,,,BC_6
BCM629_5,L2,,
BCM629_5,A2,,
BCM629_5,,A,
BCM629_5,,L,
BCM629_5,,,BC_3
BCM626L_1,E2,,
BCM626L_1,E3,,
BCM626L_1,A2,,
BCM626L_1,L1,,
BCM626L_1,L2,,
BCM626L_1,L3,,
BCM626L_1,,E,
BCM626L_1,,A,
BCM626L_1,,L,
BCM626L_1,,,BC_1
BCM626L_1,,,BC_2
BCM626L_1,,,BC_3
BCM626L_1,,,BC_4
BCM626L_1,,,BC_5
BCM626L_1,,,BC_7
BCM626L_2,S1,,
BCM626L_2,S3,,
BCM626L_2,E2,,
BCM626L_2,E3,,
BCM626L_2,A1,,
BCM626L_2,A2,,
BCM626L_2,A3,,
BCM626L_2,L1,,
BCM626L_2,L2,,
BCM626L_2,L3,,
BCM626L_2,,S,
BCM626L_2,,E,
BCM626L_2,,A,
BCM626L_2,,L,
BCM626L_2,,,BC_1
BCM626L_2,,,BC_2
BCM626L_2,,,BC_3
BCM626L_2,,,BC_4
BCM626L_2,,,BC_5
BCM626L_2,,,BC_7
BCM626L_3,E2,,
BCM626L_3,E3,,
BCM626L_3,A1,,
BCM626L_3,A2,,
BCM626L_3,A3,,
BCM626L_3,L1,,
BCM626L_3,L2,,
BCM626L_3,L3,,
BCM626L_3,,E,
BCM626L_3,,A,
BCM626L_3,,L,
BCM626L_3,,,BC_1
BCM626L_3,,,BC_2
BCM626L_3,,,BC_3
BCM626L_3,,,BC_4
BCM626L_3,,,BC_5
BCM626L_3,,,BC_7
BCM626L_4,E2,,
BCM626L_4,E3,,
BCM626L_4,A3,,
BCM626L_4,L3,,
BCM626L_4,,E,
BCM626L_4,,A,
BCM626L_4,,L,
BCM626L_4,,,BC_2
BCM626L_4,,,BC_5
BCM626L_4,,,BC_7
BCM626L_5,S1,,
BCM626L_5,S3,,
BCM626L_5,E1,,
BCM626L_5,,S,
BCM626L_5,,E,
BCM626L_5,,A,
BCM626L_5,,L,
BCM626L_5,,,BC_2
BCM626L_5,,,BC_6
BCM6230_1,A2,,
BCM6230_1,L1,,
BCM6230_1,,A,
BCM6230_1,,L,
BCM6230_1,,,BC_1
BCM6230_1,,,BC_3
BCM6230_1,,,BC_4
BCM6230_2,E1,,
BCM6230_2,A2,,
BCM6230_2,L1,,
BCM6230_2,L2,,
BCM6230_2,,E,
BCM6230_2,,A,
BCM6230_2,,L,
BCM6230_2,,,BC_1
BCM6230_2,,,BC_3
BCM6230_2,,,BC_4
BCM6230_2,,,BC_6
BCM6230_3,E2,,
BCM6230_3,E3,,
BCM6230_3,A2,,
BCM6230_3,A3,,
BCM6230_3,L1,,
BCM6230_3,L2,,
BCM6230_3,,E,
BCM6230_3,,A,
BCM6230_3,,L,
BCM6230_3,,,BC_1
BCM6230_3,,,BC_2
BCM6230_3,,,BC_3
BCM6230_3,,,BC_4
BCM6230_3,,,BC_5
BCM6230_3,,,BC_7
BCM6230_4,S1,,
BCM6230_4,S3,,
BCM6230_4,E1,,
BCM6230_4,E2,,
BCM6230_4,E3,,
BCM6230_4,A1,,
BCM6230_4,A2,,
BCM6230_4,A3,,
BCM6230_4,L1,,
BCM6230_4,L3,,
BCM6230_4,,S,
BCM6230_4,,E,
BCM6230_4,,A,
BCM6230_4,,L,
BCM6230_4,,,BC_1
BCM6230_4,,,BC_2
BCM6230_4,,,BC_3
BCM6230_4,,,BC_4
BCM6230_4,,,BC_5
BCM6230_4,,,BC_6
BCM6230_4,,,BC_7
BCM6231_1,E2,,
BCM6231_1,E3,,
BCM6231_1,A1,,
BCM6231_1,A2,,
BCM6231_1,A3,,
BCM6231_1,L1,,
BCM6231_1,L2,,
BCM6231_1,L3,,
BCM6231_1,,E,
BCM6231_1,,A,
BCM6231_1,,L,
BCM6231_1,,,BC_1
BCM6231_1,,,BC_2
BCM6231_1,,,BC_3
BCM6231_1,,,BC_4
BCM6231_1,,,BC_5
BCM6231_1,,,BC_7
BCM6231_2,S1,,
BCM6231_2,S3,,
BCM6231_2,E2,,
BCM6231_2,A2,,
BCM6231_2,L1,,
BCM6231_2,,S,
BCM6231_2,,E,
BCM6231_2,,A,
BCM6231_2,,L,
BCM6231_2,,,BC_1
BCM6231_2,,,BC_2
BCM6231_2,,,BC_3
BCM6231_2,,,BC_4
BCM6231_2,,,BC_6
BCM6231_2,,,BC_7
BCM6231_3,E2,,
BCM6231_3,E3,,
BCM6231_3,A1,,
BCM6231_3,A2,,
BCM6231_3,A3,,
BCM6231_3,L1,,
BCM6231_3,L2,,
BCM6231_3,L3,,
BCM6231_3,,E,
BCM6231_3,,A,
BCM6231_3,,L,
BCM6231_3,,,BC_1
BCM6231_3,,,BC_2
BCM6231_3,,,BC_3
BCM6231_3,,,BC_4
BCM6231_3,,,BC_5
BCM6231_3,,,BC_7
BCM6231_4,S1,,
BCM6231_4,S3,,
BCM6231_4,E1,,
BCM6231_4,E2,,
BCM6231_4,A2,,
BCM6231_4,L1,,
BCM6231_4,,S,
BCM6231_4,,E,
BCM6231_4,,A,
BCM6231_4,,L,
BCM6231_4,,,BC_1
BCM6231_4,,,BC_2
BCM6231_4,,,BC_3
BCM6231_4,,,BC_4
BCM6231_4,,,BC_6
BCM6231_4,,,BC_7
BCM6231_5,S2,,
BCM6231_5,A1,,
BCM6231_5,A2,,
BCM6231_5,L1,,
BCM6231_5,L2,,
BCM6231_5,L3,,
BCM6231_5,,S,
BCM6231_5,,A,
BCM6231_5,,L,
BCM6231_5,,,BC_1
BCM6231_5,,,BC_3
BCM6231_5,,,BC_4
BCM6231_5,,,BC_5
BCM6231_5,,,BC_7
BCM6231L_1,E2,,
BCM6231L_1,E3,,
BCM6231L_1,A1,,
BCM6231L_1,A2,,
BCM6231L_1,A3,,
BCM6231L_1,L1,,
BCM6231L_1,L2,,
BCM6231L_1,L3,,
BCM6231L_1,,E,
BCM6231L_1,,A,
BCM6231L_1,,L,
